ID,dep,sexe,date,Hospitalisation,Reanimation,HospConv,Radio,Deces,code_region,incid_reanimation
11584,59,1,102021,104,32,37.0,9187,2217,32,5
11585,59,2,102021,113,10,69.0,9171,1799,32,5
11586,60,0,102021,117,15,32.0,5410,1425,32,5
11587,60,1,102021,65,12,16.0,2679,790,32,5
11588,60,2,102021,50,2,15.0,2690,623,32,5
11589,62,0,102021,111,11,30.0,8683,1998,32,5
11590,62,1,102021,60,9,13.0,4176,1056,32,5
11591,62,2,102021,51,2,17.0,4409,921,32,5
11592,80,0,102021,93,12,29.0,3298,979,32,5
11593,80,1,102021,33,8,5.0,1641,551,32,5
11594,80,2,102021,59,4,24.0,1580,411,32,5
11595,2,0,102021,37,5,20.0,4491,1144,32,0
11596,2,1,102021,20,3,13.0,2168,630,32,0
11597,2,2,102021,16,2,7.0,2300,505,32,0
11598,59,0,102021,216,41,104.0,18539,4041,32,0
11599,59,1,102021,104,31,39.0,9190,2217,32,0
11600,59,2,102021,108,9,64.0,9176,1799,32,0
11601,60,0,102021,115,14,31.0,5411,1426,32,0
11602,60,1,102021,65,11,17.0,2679,790,32,0
11603,60,2,102021,48,2,13.0,2691,624,32,0
11604,62,0,102021,112,11,31.0,8682,1999,32,0
11605,62,1,102021,60,9,13.0,4175,1057,32,0
11606,62,2,102021,52,2,18.0,4409,921,32,0
11607,80,0,102021,93,12,29.0,3298,979,32,0
11608,80,1,102021,33,8,5.0,1641,551,32,0
11609,80,2,102021,59,4,24.0,1580,411,32,0
11610,2,0,102021,37,5,20.0,4491,1144,32,0
11611,2,1,102021,20,3,13.0,2168,630,32,0
11612,2,2,102021,16,2,7.0,2300,505,32,0
11613,59,0,102021,218,41,106.0,18539,4041,32,0
11614,59,1,102021,105,31,40.0,9190,2217,32,0
11615,59,2,102021,109,9,65.0,9176,1799,32,0
11616,60,0,102021,117,14,33.0,5411,1426,32,0
11617,60,1,102021,66,11,18.0,2679,790,32,0
11618,60,2,102021,48,2,13.0,2691,624,32,0
11619,62,0,102021,113,11,32.0,8682,1999,32,0
11620,62,1,102021,60,9,13.0,4175,1057,32,0
11621,62,2,102021,53,2,19.0,4409,921,32,0
11622,80,0,102021,93,12,29.0,3298,979,32,0
11623,80,1,102021,33,8,5.0,1641,551,32,0
11624,80,2,102021,59,4,24.0,1580,411,32,0
11625,2,0,102021,38,6,20.0,4492,1144,32,11
11626,2,1,102021,21,3,14.0,2169,630,32,11
11627,2,2,102021,16,3,6.0,2300,505,32,11
11628,59,0,102021,217,46,100.0,18544,4044,32,11
11629,59,1,102021,105,31,40.0,9192,2219,32,11
11630,59,2,102021,108,14,59.0,9179,1800,32,11
11631,60,0,102021,116,14,32.0,5412,1426,32,11
11632,60,1,102021,66,11,18.0,2679,790,32,11
11633,60,2,102021,47,2,12.0,2692,624,32,11
11634,62,0,102021,112,12,30.0,8684,2000,32,11
11635,62,1,102021,60,10,12.0,4176,1058,32,11
11636,62,2,102021,52,2,18.0,4410,921,32,11
11637,80,0,102021,94,13,29.0,3298,979,32,11
11638,80,1,102021,33,8,5.0,1641,551,32,11
11639,80,2,102021,60,5,24.0,1580,411,32,11
11640,2,0,102021,37,6,20.0,4494,1145,32,2
11641,2,1,102021,21,3,14.0,2170,630,32,2
11642,2,2,102021,15,3,6.0,2301,506,32,2
11643,59,0,102021,219,45,102.0,18546,4044,32,2
11644,59,1,102021,106,30,42.0,9192,2219,32,2
11645,59,2,102021,109,14,60.0,9181,1800,32,2
11646,60,0,102021,116,14,32.0,5412,1426,32,2
11647,60,1,102021,66,11,18.0,2679,790,32,2
11648,60,2,102021,47,2,12.0,2692,624,32,2
11649,62,0,102021,112,12,30.0,8685,2000,32,2
11650,62,1,102021,61,10,13.0,4176,1058,32,2
11651,62,2,102021,51,2,17.0,4411,921,32,2
11652,80,0,102021,91,11,28.0,3302,979,32,2
11653,80,1,102021,32,8,4.0,1642,551,32,2
11654,80,2,102021,58,3,24.0,1583,411,32,2
11655,2,0,102021,36,7,18.0,4495,1146,32,3
11656,2,1,102021,20,4,12.0,2171,631,32,3
11657,2,2,102021,15,3,6.0,2301,506,32,3
11658,59,0,102021,218,45,100.0,18551,4045,32,3
11659,59,1,102021,105,30,40.0,9194,2220,32,3
11660,59,2,102021,109,15,59.0,9184,1800,32,3
11661,60,0,102021,116,13,33.0,5414,1426,32,3
11662,60,1,102021,66,10,19.0,2680,790,32,3
11663,60,2,102021,48,2,13.0,2692,624,32,3
11664,62,0,102021,111,11,32.0,8687,2000,32,3
11665,62,1,102021,62,9,15.0,4176,1058,32,3
11666,62,2,102021,49,2,17.0,4413,921,32,3
11667,80,0,102021,90,11,27.0,3303,979,32,3
11668,80,1,102021,32,8,4.0,1642,551,32,3
11669,80,2,102021,57,3,23.0,1584,411,32,3
11670,2,0,102021,34,7,19.0,4497,1147,32,2
11671,2,1,102021,20,4,13.0,2172,631,32,2
11672,2,2,102021,13,3,6.0,2302,507,32,2
11673,59,0,102021,222,43,107.0,18553,4046,32,2
11674,59,1,102021,106,27,44.0,9195,2221,32,2
11675,59,2,102021,112,16,62.0,9185,1800,32,2
11676,60,0,102021,115,12,33.0,5415,1426,32,2
11677,60,1,102021,65,9,19.0,2681,790,32,2
11678,60,2,102021,48,2,13.0,2692,624,32,2
11679,62,0,102021,113,12,33.0,8687,2000,32,2
11680,62,1,102021,63,9,16.0,4176,1058,32,2
11681,62,2,102021,50,3,17.0,4413,921,32,2
11682,80,0,102021,89,11,26.0,3304,979,32,2
11683,80,1,102021,32,8,4.0,1642,551,32,2
11684,80,2,102021,56,3,22.0,1585,411,32,2
11685,2,0,102021,32,6,17.0,4500,1149,32,4
11686,2,1,102021,17,3,11.0,2173,633,32,4
11687,2,2,102021,14,3,6.0,2304,507,32,4
11688,59,0,102021,217,41,104.0,18562,4047,32,4
11689,59,1,102021,105,24,46.0,9197,2222,32,4
11690,59,2,102021,108,17,57.0,9192,1800,32,4
11691,60,0,102021,114,13,31.0,5417,1426,32,4
11692,60,1,102021,63,9,17.0,2683,790,32,4
11693,60,2,102021,49,3,13.0,2692,624,32,4
11694,62,0,102021,117,12,38.0,8690,2000,32,4
11695,62,1,102021,63,9,17.0,4179,1058,32,4
11696,62,2,102021,54,3,21.0,4413,921,32,4
11697,80,0,102021,90,11,27.0,3304,979,32,4
11698,80,1,102021,33,8,5.0,1642,551,32,4
11699,80,2,102021,56,3,22.0,1585,411,32,4
11700,2,0,102021,32,6,17.0,4500,1149,32,2
11701,2,1,102021,17,3,11.0,2173,633,32,2
11702,2,2,102021,14,3,6.0,2304,507,32,2
11703,59,0,102021,217,39,104.0,18565,4048,32,2
11704,59,1,102021,107,22,49.0,9199,2222,32,2
11705,59,2,102021,106,17,54.0,9193,1801,32,2
11706,60,0,102021,114,13,31.0,5417,1426,32,2
11707,60,1,102021,63,9,17.0,2683,790,32,2
11708,60,2,102021,49,3,13.0,2692,624,32,2
11709,62,0,102021,117,12,38.0,8691,2000,32,2
11710,62,1,102021,63,9,17.0,4180,1058,32,2
11711,62,2,102021,54,3,21.0,4413,921,32,2
11712,80,0,102021,91,12,27.0,3304,979,32,2
11713,80,1,102021,34,9,5.0,1642,551,32,2
11714,80,2,102021,56,3,22.0,1585,411,32,2
11715,2,0,102021,32,6,17.0,4500,1149,32,1
11716,2,1,102021,17,3,11.0,2173,633,32,1
11717,2,2,102021,14,3,6.0,2304,507,32,1
11718,59,0,102021,217,39,104.0,18565,4048,32,1
11719,59,1,102021,107,22,49.0,9199,2222,32,1
11720,59,2,102021,106,17,54.0,9193,1801,32,1
11721,60,0,102021,115,13,32.0,5417,1426,32,1
11722,60,1,102021,63,9,17.0,2683,790,32,1
11723,60,2,102021,50,3,14.0,2692,624,32,1
11724,62,0,102021,118,13,38.0,8692,2000,32,1
11725,62,1,102021,63,10,16.0,4181,1058,32,1
11726,62,2,102021,55,3,22.0,4413,921,32,1
11727,80,0,102021,91,12,27.0,3304,979,32,1
11728,80,1,102021,34,9,5.0,1642,551,32,1
11729,80,2,102021,56,3,22.0,1585,411,32,1
11730,2,0,102021,31,6,16.0,4501,1149,32,4
11731,2,1,102021,16,3,10.0,2174,633,32,4
11732,2,2,102021,14,3,6.0,2304,507,32,4
11733,59,0,102021,209,36,99.0,18582,4051,32,4
11734,59,1,102021,109,24,49.0,9205,2223,32,4
11735,59,2,102021,96,12,49.0,9204,1803,32,4
11736,60,0,102021,114,13,31.0,5419,1426,32,4
11737,60,1,102021,61,9,15.0,2685,790,32,4
11738,60,2,102021,51,3,15.0,2692,624,32,4
11739,62,0,102021,120,14,39.0,8692,2001,32,4
11740,62,1,102021,65,11,17.0,4181,1059,32,4
11741,62,2,102021,55,3,22.0,4413,921,32,4
11742,80,0,102021,91,12,27.0,3304,979,32,4
11743,80,1,102021,34,9,5.0,1642,551,32,4
11744,80,2,102021,56,3,22.0,1585,411,32,4
11745,2,0,102021,33,5,18.0,4502,1150,32,6
11746,2,1,102021,17,2,11.0,2175,633,32,6
11747,2,2,102021,15,3,7.0,2304,508,32,6
11748,59,0,102021,211,39,99.0,18590,4051,32,6
11749,59,1,102021,105,25,44.0,9211,2223,32,6
11750,59,2,102021,102,14,54.0,9206,1803,32,6
11751,60,0,102021,116,13,32.0,5419,1426,32,6
11752,60,1,102021,62,9,15.0,2685,790,32,6
11753,60,2,102021,52,3,16.0,2692,624,32,6
11754,62,0,102021,120,14,39.0,8695,2002,32,6
11755,62,1,102021,66,11,18.0,4184,1059,32,6
11756,62,2,102021,54,3,21.0,4413,922,32,6
11757,80,0,102021,93,12,29.0,3304,979,32,6
11758,80,1,102021,36,9,7.0,1642,551,32,6
11759,80,2,102021,56,3,22.0,1585,411,32,6
11760,2,0,102021,35,5,19.0,4503,1150,32,4
11761,2,1,102021,18,2,12.0,2175,633,32,4
11762,2,2,102021,16,3,7.0,2305,508,32,4
11763,59,0,102021,220,42,110.0,18598,4051,32,4
11764,59,1,102021,109,26,51.0,9217,2223,32,4
11765,59,2,102021,107,16,58.0,9208,1803,32,4
11766,60,0,102021,118,12,35.0,5421,1426,32,4
11767,60,1,102021,64,9,17.0,2686,790,32,4
11768,60,2,102021,52,2,17.0,2693,624,32,4
11769,62,0,102021,117,14,36.0,8699,2002,32,4
11770,62,1,102021,65,11,17.0,4185,1059,32,4
11771,62,2,102021,52,3,19.0,4416,922,32,4
11772,80,0,102021,93,12,29.0,3304,979,32,4
11773,80,1,102021,36,9,7.0,1642,551,32,4
11774,80,2,102021,56,3,22.0,1585,411,32,4
11775,2,0,102021,38,4,18.0,4505,1152,32,5
11776,2,1,102021,20,3,9.0,2175,634,32,5
11777,2,2,102021,17,1,9.0,2307,509,32,5
11778,59,0,102021,206,38,99.0,18616,4053,32,5
11779,59,1,102021,102,24,47.0,9226,2225,32,5
11780,59,2,102021,100,14,51.0,9217,1803,32,5
11781,60,0,102021,117,10,36.0,5426,1427,32,5
11782,60,1,102021,62,8,16.0,2690,790,32,5
11783,60,2,102021,53,1,19.0,2694,625,32,5
11784,62,0,102021,113,13,33.0,8702,2002,32,5
11785,62,1,102021,64,11,16.0,4186,1059,32,5
11786,62,2,102021,49,2,17.0,4418,922,32,5
11787,80,0,102021,80,10,17.0,3319,980,32,5
11788,80,1,102021,33,7,6.0,1645,552,32,5
11789,80,2,102021,46,3,11.0,1597,411,32,5
11790,2,0,102021,40,3,20.0,4505,1152,32,5
11791,2,1,102021,20,2,10.0,2175,634,32,5
11792,2,2,102021,19,1,10.0,2307,509,32,5
11793,59,0,102021,206,41,95.0,18620,4055,32,5
11794,59,1,102021,102,25,46.0,9229,2225,32,5
11795,59,2,102021,100,16,48.0,9218,1805,32,5
11796,60,0,102021,117,10,36.0,5428,1427,32,5
11797,60,1,102021,62,8,16.0,2691,790,32,5
11798,60,2,102021,53,1,19.0,2695,625,32,5
11799,62,0,102021,114,14,33.0,8705,2002,32,5
11800,62,1,102021,64,12,15.0,4188,1059,32,5
11801,62,2,102021,50,2,18.0,4419,922,32,5
11802,80,0,102021,78,10,17.0,3321,980,32,5
11803,80,1,102021,32,7,6.0,1646,552,32,5
11804,80,2,102021,45,3,11.0,1598,411,32,5
11805,2,0,102021,41,3,20.0,4505,1152,32,1
11806,2,1,102021,21,2,10.0,2175,634,32,1
11807,2,2,102021,19,1,10.0,2307,509,32,1
11808,59,0,102021,202,42,91.0,18652,4059,32,1
11809,59,1,102021,100,26,43.0,9248,2227,32,1
11810,59,2,102021,98,16,47.0,9230,1807,32,1
11811,60,0,102021,118,10,37.0,5428,1427,32,1
11812,60,1,102021,62,8,16.0,2691,790,32,1
11813,60,2,102021,54,1,20.0,2695,625,32,1
11814,62,0,102021,118,14,36.0,8705,2002,32,1
11815,62,1,102021,67,12,18.0,4188,1059,32,1
11816,62,2,102021,51,2,18.0,4419,922,32,1
11817,80,0,102021,77,10,16.0,3322,980,32,1
11818,80,1,102021,32,7,6.0,1646,552,32,1
11819,80,2,102021,44,3,10.0,1599,411,32,1
11820,2,0,102021,41,3,20.0,4505,1152,32,0
11821,2,1,102021,21,2,10.0,2175,634,32,0
11822,2,2,102021,19,1,10.0,2307,509,32,0
11823,59,0,102021,202,42,91.0,18653,4059,32,0
11824,59,1,102021,99,26,42.0,9249,2227,32,0
11825,59,2,102021,99,16,48.0,9230,1807,32,0
11826,60,0,102021,117,10,35.0,5430,1427,32,0
11827,60,1,102021,61,8,14.0,2692,790,32,0
11828,60,2,102021,54,1,20.0,2696,625,32,0
11829,62,0,102021,119,14,37.0,8705,2002,32,0
11830,62,1,102021,67,12,18.0,4188,1059,32,0
11831,62,2,102021,52,2,19.0,4419,922,32,0
11832,80,0,102021,77,10,16.0,3322,980,32,0
11833,80,1,102021,32,7,6.0,1646,552,32,0
11834,80,2,102021,44,3,10.0,1599,411,32,0
11835,2,0,102021,40,3,20.0,4505,1153,32,12
11836,2,1,102021,20,2,10.0,2175,635,32,12
11837,2,2,102021,19,1,10.0,2307,509,32,12
11838,59,0,102021,207,45,94.0,18663,4061,32,12
11839,59,1,102021,104,32,41.0,9253,2227,32,12
11840,59,2,102021,99,13,52.0,9236,1809,32,12
11841,60,0,102021,117,10,35.0,5431,1427,32,12
11842,60,1,102021,61,8,14.0,2692,790,32,12
11843,60,2,102021,54,1,20.0,2697,625,32,12
11844,62,0,102021,109,12,35.0,8718,2002,32,12
11845,62,1,102021,61,10,19.0,4196,1059,32,12
11846,62,2,102021,48,2,16.0,4424,922,32,12
11847,80,0,102021,77,9,17.0,3322,980,32,12
11848,80,1,102021,32,7,6.0,1646,552,32,12
11849,80,2,102021,44,2,11.0,1599,411,32,12
11850,2,0,102021,40,2,21.0,4507,1154,32,2
11851,2,1,102021,19,1,9.0,2177,636,32,2
11852,2,2,102021,20,1,12.0,2307,509,32,2
11853,59,0,102021,202,43,90.0,18673,4061,32,2
11854,59,1,102021,101,30,40.0,9258,2227,32,2
11855,59,2,102021,97,13,49.0,9241,1809,32,2
11856,60,0,102021,109,10,30.0,5439,1427,32,2
11857,60,1,102021,57,8,13.0,2696,790,32,2
11858,60,2,102021,50,1,16.0,2701,625,32,2
11859,62,0,102021,107,11,34.0,8722,2002,32,2
11860,62,1,102021,59,9,18.0,4199,1059,32,2
11861,62,2,102021,48,2,16.0,4425,922,32,2
11862,80,0,102021,77,9,17.0,3322,980,32,2
11863,80,1,102021,32,7,6.0,1646,552,32,2
11864,80,2,102021,44,2,11.0,1599,411,32,2
11865,2,0,102021,46,1,20.0,4508,1154,32,3
11866,2,1,102021,24,1,8.0,2177,636,32,3
11867,2,2,102021,21,0,12.0,2308,509,32,3
11868,59,0,102021,210,43,98.0,18673,4062,32,3
11869,59,1,102021,105,30,44.0,9258,2228,32,3
11870,59,2,102021,101,13,53.0,9241,1809,32,3
11871,60,0,102021,111,11,31.0,5442,1427,32,3
11872,60,1,102021,60,9,15.0,2697,790,32,3
11873,60,2,102021,49,1,15.0,2703,625,32,3
11874,62,0,102021,108,11,35.0,8722,2002,32,3
11875,62,1,102021,60,9,19.0,4199,1059,32,3
11876,62,2,102021,48,2,16.0,4425,922,32,3
11877,80,0,102021,78,9,18.0,3322,980,32,3
11878,80,1,102021,33,7,7.0,1646,552,32,3
11879,80,2,102021,44,2,11.0,1599,411,32,3
11880,2,0,102021,45,2,19.0,4509,1154,32,8
11881,2,1,102021,23,1,8.0,2178,636,32,8
11882,2,2,102021,21,1,11.0,2308,509,32,8
11883,59,0,102021,211,47,95.0,18678,4065,32,8
11884,59,1,102021,103,32,40.0,9260,2231,32,8
11885,59,2,102021,103,15,53.0,9244,1809,32,8
11886,60,0,102021,111,11,31.0,5443,1427,32,8
11887,60,1,102021,59,9,14.0,2697,790,32,8
11888,60,2,102021,50,1,16.0,2704,625,32,8
11889,62,0,102021,109,12,35.0,8724,2002,32,8
11890,62,1,102021,59,9,18.0,4201,1059,32,8
11891,62,2,102021,50,3,17.0,4425,922,32,8
11892,80,0,102021,78,10,17.0,3322,980,32,8
11893,80,1,102021,33,8,6.0,1646,552,32,8
11894,80,2,102021,44,2,11.0,1599,411,32,8
11895,2,0,102021,42,2,18.0,4516,1154,32,8
11896,2,1,102021,22,1,8.0,2183,636,32,8
11897,2,2,102021,19,1,10.0,2310,509,32,8
11898,59,0,102021,224,50,105.0,18693,4069,32,8
11899,59,1,102021,111,33,47.0,9265,2231,32,8
11900,59,2,102021,108,17,56.0,9254,1813,32,8
11901,60,0,102021,108,10,29.0,5447,1427,32,8
11902,60,1,102021,59,8,15.0,2698,790,32,8
11903,60,2,102021,48,1,14.0,2706,625,32,8
11904,62,0,102021,111,12,37.0,8727,2003,32,8
11905,62,1,102021,60,9,19.0,4203,1059,32,8
11906,62,2,102021,51,3,18.0,4426,923,32,8
11907,80,0,102021,82,10,19.0,3323,980,32,8
11908,80,1,102021,34,8,6.0,1647,552,32,8
11909,80,2,102021,47,2,13.0,1599,411,32,8
11910,2,0,102021,41,2,17.0,4517,1155,32,3
11911,2,1,102021,23,1,9.0,2183,636,32,3
11912,2,2,102021,17,1,8.0,2311,510,32,3
11913,59,0,102021,221,51,101.0,18699,4069,32,3
11914,59,1,102021,109,34,43.0,9269,2231,32,3
11915,59,2,102021,107,17,56.0,9256,1813,32,3
11916,60,0,102021,108,11,28.0,5449,1427,32,3
11917,60,1,102021,60,9,15.0,2699,790,32,3
11918,60,2,102021,47,1,13.0,2707,625,32,3
11919,62,0,102021,107,10,35.0,8731,2003,32,3
11920,62,1,102021,58,7,19.0,4205,1059,32,3
11921,62,2,102021,49,3,16.0,4428,923,32,3
11922,80,0,102021,82,10,19.0,3323,980,32,3
11923,80,1,102021,34,8,6.0,1647,552,32,3
11924,80,2,102021,47,2,13.0,1599,411,32,3
11925,2,0,102021,43,2,19.0,4517,1155,32,3
11926,2,1,102021,24,1,10.0,2183,636,32,3
11927,2,2,102021,18,1,9.0,2311,510,32,3
11928,59,0,102021,225,51,105.0,18700,4069,32,3
11929,59,1,102021,112,34,46.0,9270,2231,32,3
11930,59,2,102021,108,17,57.0,9256,1813,32,3
11931,60,0,102021,108,11,28.0,5450,1427,32,3
11932,60,1,102021,60,9,15.0,2699,790,32,3
11933,60,2,102021,47,1,13.0,2708,625,32,3
11934,62,0,102021,110,13,35.0,8732,2003,32,3
11935,62,1,102021,62,10,20.0,4205,1059,32,3
11936,62,2,102021,48,3,15.0,4429,923,32,3
11937,80,0,102021,82,10,19.0,3323,980,32,3
11938,80,1,102021,34,8,6.0,1647,552,32,3
11939,80,2,102021,47,2,13.0,1599,411,32,3
15603,4,0,102021,33,4,3.0,1278,262,93,7
15604,4,1,102021,17,3,2.0,615,154,93,7
15605,4,2,102021,16,1,1.0,632,101,93,7
15606,5,0,102021,12,2,8.0,1381,268,93,7
15607,5,1,102021,7,2,5.0,687,162,93,7
15608,5,2,102021,5,0,3.0,685,104,93,7
15609,6,0,102021,217,41,90.0,7540,1677,93,7
15610,6,1,102021,112,34,46.0,3832,967,93,7
15611,6,2,102021,104,7,44.0,3606,692,93,7
15612,13,0,102021,612,167,212.0,25210,4020,93,7
15613,13,1,102021,323,102,114.0,12953,2360,93,7
15614,13,2,102021,284,64,97.0,12087,1631,93,7
15615,83,0,102021,150,21,47.0,6992,1635,93,7
15616,83,1,102021,73,15,22.0,3535,943,93,7
15617,83,2,102021,77,6,25.0,3375,678,93,7
15618,84,0,102021,74,12,33.0,4624,966,93,7
15619,84,1,102021,45,10,21.0,2268,563,93,7
15620,84,2,102021,29,2,12.0,2307,389,93,7
15621,4,0,102021,32,4,4.0,1280,262,93,4
15622,4,1,102021,16,3,2.0,616,154,93,4
15623,4,2,102021,16,1,2.0,633,101,93,4
15624,5,0,102021,12,2,8.0,1382,268,93,4
15625,5,1,102021,7,2,5.0,688,162,93,4
15626,5,2,102021,5,0,3.0,685,104,93,4
15627,6,0,102021,216,43,87.0,7542,1678,93,4
15628,6,1,102021,112,36,44.0,3832,968,93,4
15629,6,2,102021,103,7,43.0,3608,692,93,4
15630,13,0,102021,596,163,204.0,25232,4026,93,4
15631,13,1,102021,314,102,108.0,12964,2363,93,4
15632,13,2,102021,277,60,95.0,12098,1634,93,4
15633,83,0,102021,146,20,45.0,6994,1637,93,4
15634,83,1,102021,71,14,21.0,3536,944,93,4
15635,83,2,102021,75,6,24.0,3376,679,93,4
15636,84,0,102021,73,12,33.0,4625,966,93,4
15637,84,1,102021,44,10,21.0,2268,563,93,4
15638,84,2,102021,29,2,12.0,2308,389,93,4
15639,4,0,102021,28,4,3.0,1284,262,93,6
15640,4,1,102021,16,3,2.0,616,154,93,6
15641,4,2,102021,12,1,1.0,637,101,93,6
15642,5,0,102021,13,2,9.0,1382,268,93,6
15643,5,1,102021,7,2,5.0,688,162,93,6
15644,5,2,102021,6,0,4.0,685,104,93,6
15645,6,0,102021,219,43,90.0,7543,1678,93,6
15646,6,1,102021,114,36,46.0,3832,968,93,6
15647,6,2,102021,104,7,44.0,3609,692,93,6
15648,13,0,102021,603,164,210.0,25234,4029,93,6
15649,13,1,102021,319,100,115.0,12964,2366,93,6
15650,13,2,102021,279,63,94.0,12100,1634,93,6
15651,83,0,102021,145,20,44.0,6995,1637,93,6
15652,83,1,102021,70,14,20.0,3537,944,93,6
15653,83,2,102021,75,6,24.0,3376,679,93,6
15654,84,0,102021,72,12,32.0,4627,966,93,6
15655,84,1,102021,42,10,19.0,2270,563,93,6
15656,84,2,102021,30,2,13.0,2308,389,93,6
15657,4,0,102021,29,4,4.0,1284,262,93,6
15658,4,1,102021,16,3,2.0,616,154,93,6
15659,4,2,102021,13,1,2.0,637,101,93,6
15660,5,0,102021,13,2,9.0,1382,268,93,6
15661,5,1,102021,7,2,5.0,688,162,93,6
15662,5,2,102021,6,0,4.0,685,104,93,6
15663,6,0,102021,212,41,89.0,7550,1682,93,6
15664,6,1,102021,110,35,45.0,3836,970,93,6
15665,6,2,102021,101,6,44.0,3612,694,93,6
15666,13,0,102021,594,161,202.0,25253,4037,93,6
15667,13,1,102021,311,97,106.0,12974,2371,93,6
15668,13,2,102021,278,63,95.0,12109,1637,93,6
15669,83,0,102021,144,19,44.0,6995,1637,93,6
15670,83,1,102021,70,13,21.0,3536,944,93,6
15671,83,2,102021,74,6,23.0,3377,679,93,6
15672,84,0,102021,73,10,34.0,4633,966,93,6
15673,84,1,102021,43,9,19.0,2273,563,93,6
15674,84,2,102021,30,1,15.0,2311,389,93,6
15675,4,0,102021,30,4,6.0,1285,262,93,12
15676,4,1,102021,18,3,4.0,616,154,93,12
15677,4,2,102021,12,1,2.0,638,101,93,12
15678,5,0,102021,11,2,8.0,1385,268,93,12
15679,5,1,102021,5,2,3.0,690,162,93,12
15680,5,2,102021,6,0,5.0,686,104,93,12
15681,6,0,102021,199,32,85.0,7562,1687,93,12
15682,6,1,102021,102,28,44.0,3846,972,93,12
15683,6,2,102021,96,4,41.0,3614,697,93,12
15684,13,0,102021,585,159,193.0,25280,4042,93,12
15685,13,1,102021,304,94,101.0,12986,2374,93,12
15686,13,2,102021,276,64,91.0,12124,1639,93,12
15687,83,0,102021,141,20,40.0,7000,1638,93,12
15688,83,1,102021,69,14,19.0,3538,944,93,12
15689,83,2,102021,72,6,21.0,3380,680,93,12
15690,84,0,102021,74,15,31.0,4637,966,93,12
15691,84,1,102021,45,14,16.0,2275,563,93,12
15692,84,2,102021,29,1,15.0,2313,389,93,12
15693,4,0,102021,27,4,6.0,1288,262,93,8
15694,4,1,102021,16,3,4.0,618,154,93,8
15695,4,2,102021,11,1,2.0,639,101,93,8
15696,5,0,102021,10,2,6.0,1385,269,93,8
15697,5,1,102021,4,2,1.0,690,163,93,8
15698,5,2,102021,6,0,5.0,686,104,93,8
15699,6,0,102021,199,34,84.0,7570,1687,93,8
15700,6,1,102021,101,30,42.0,3851,972,93,8
15701,6,2,102021,97,4,42.0,3617,697,93,8
15702,13,0,102021,560,158,170.0,25312,4045,93,8
15703,13,1,102021,291,96,86.0,13003,2376,93,8
15704,13,2,102021,264,61,83.0,12139,1640,93,8
15705,83,0,102021,139,20,37.0,7005,1638,93,8
15706,83,1,102021,69,14,19.0,3540,944,93,8
15707,83,2,102021,70,6,18.0,3383,680,93,8
15708,84,0,102021,74,14,32.0,4638,966,93,8
15709,84,1,102021,45,13,17.0,2276,563,93,8
15710,84,2,102021,29,1,15.0,2313,389,93,8
15711,4,0,102021,26,3,6.0,1288,262,93,1
15712,4,1,102021,16,3,4.0,618,154,93,1
15713,4,2,102021,10,0,2.0,639,101,93,1
15714,5,0,102021,9,2,5.0,1385,270,93,1
15715,5,1,102021,4,2,1.0,690,163,93,1
15716,5,2,102021,5,0,4.0,686,105,93,1
15717,6,0,102021,192,31,81.0,7576,1688,93,1
15718,6,1,102021,97,27,42.0,3854,973,93,1
15719,6,2,102021,94,4,39.0,3620,697,93,1
15720,13,0,102021,524,145,165.0,25357,4048,93,1
15721,13,1,102021,274,88,82.0,13025,2377,93,1
15722,13,2,102021,247,56,82.0,12160,1642,93,1
15723,83,0,102021,139,20,37.0,7006,1638,93,1
15724,83,1,102021,69,14,19.0,3541,944,93,1
15725,83,2,102021,70,6,18.0,3383,680,93,1
15726,84,0,102021,74,13,31.0,4643,967,93,1
15727,84,1,102021,48,12,21.0,2278,563,93,1
15728,84,2,102021,26,1,10.0,2316,390,93,1
15729,4,0,102021,27,4,6.0,1289,262,93,6
15730,4,1,102021,18,4,5.0,618,154,93,6
15731,4,2,102021,9,0,1.0,640,101,93,6
15732,5,0,102021,10,2,6.0,1385,270,93,6
15733,5,1,102021,5,2,2.0,690,163,93,6
15734,5,2,102021,5,0,4.0,686,105,93,6
15735,6,0,102021,190,29,80.0,7584,1688,93,6
15736,6,1,102021,97,25,43.0,3858,973,93,6
15737,6,2,102021,92,4,37.0,3623,697,93,6
15738,13,0,102021,508,136,157.0,25388,4048,93,6
15739,13,1,102021,264,80,79.0,13045,2377,93,6
15740,13,2,102021,241,55,77.0,12171,1642,93,6
15741,83,0,102021,138,20,35.0,7008,1638,93,6
15742,83,1,102021,68,14,17.0,3543,944,93,6
15743,83,2,102021,70,6,18.0,3383,680,93,6
15744,84,0,102021,70,14,27.0,4646,967,93,6
15745,84,1,102021,45,13,17.0,2280,563,93,6
15746,84,2,102021,25,1,10.0,2317,390,93,6
15747,4,0,102021,26,4,5.0,1290,262,93,2
15748,4,1,102021,17,4,4.0,619,154,93,2
15749,4,2,102021,9,0,1.0,640,101,93,2
15750,5,0,102021,10,2,6.0,1385,270,93,2
15751,5,1,102021,5,2,2.0,690,163,93,2
15752,5,2,102021,5,0,4.0,686,105,93,2
15753,6,0,102021,187,26,79.0,7589,1689,93,2
15754,6,1,102021,94,22,42.0,3860,974,93,2
15755,6,2,102021,91,4,36.0,3626,697,93,2
15756,13,0,102021,514,137,160.0,25396,4048,93,2
